aspect,distance,depression,converge,baselevel,fallrain,hillshade,LS,ndvi,plan,profile,slope,temp,wetness,valley
2.261315823000000,19.074218750000000,0.000000000000000,-54.58933258,708.925781300000040,624.205139199999962,0.932873964000000,9.207674980000000,0.158326298000000,-0.000312225,-0.000853077,0.148059681000000,23.223287670000001,8.088179587999999,1270.752930000000106
3.172832489000000,10.019470210000000,0.000000000000000,-5.485527992,758.980529799999999,657.316101099999969,0.899895608000000,20.527074809999998,0.159279808000000,-0.000155864,-0.0000665,0.158731416000000,23.252191780000000,9.797328949000001,1197.710448999999926
1.361202002000000,12.940307620000000,0.000000000000000,-3.559553862,737.059692400000017,650.158325200000036,0.930294394000000,9.582322121000001,0.129657865000000,-0.0000431,-0.000650814,0.235784143000000,22.364520550000002,6.217211246000000,1186.659423999999944
3.943938255000000,33.796813960000001,0.000000000000000,-0.311186522,659.203185999999960,639.736816399999952,0.802862465000000,13.004027369999999,0.119001999000000,-0.0000188,-0.0000384,0.205676302000000,22.683877549999998,7.558475971000000,1248.456421000000091
3.943938255000000,33.796813960000001,0.000000000000000,-0.311186522,659.203185999999960,639.736816399999952,0.802862465000000,13.004027369999999,0.119001999000000,-0.0000188,-0.0000384,0.205676302000000,22.683877549999998,7.558475971000000,1248.456421000000091
1.570752501000000,0.000000000000000,7.004394531000000,-3.945339918,731.004394499999989,627.149475100000018,0.955661952000000,860.548278800000048,0.063278139000000,0.000008310000000,0.000005980000000,0.226033315000000,22.539930070000000,17.639923100000001,1172.852660999999898
4.712388992000000,0.000000000000000,1.002014160000000,1.252472758000000,780.002014199999962,613.162231399999996,0.771363199000000,28.688968660000000,0.133758292000000,-0.000444723,0.000263119000000,0.019992454000000,23.107122300000000,19.434520719999998,877.311401400000022
3.985746622000000,46.373840330000000,0.000000000000000,-4.657228947,692.626159700000017,647.427246100000048,0.799348831000000,15.274007800000000,0.202176675000000,-0.000148952,-0.000153099,0.236331418000000,21.757092199999999,7.372991562000000,914.256713900000022
3.463343143000000,77.257873540000006,0.000000000000000,4.090542793000000,722.742126500000040,617.628173800000013,0.881798148000000,7.717262745000000,0.179455042000000,0.000255827000000,-0.0000395,0.187507764000000,23.927202800000000,6.645576954000000,874.390869100000032
3.559532404000000,0.000000000000000,5.005432129000000,-44.22546387,742.005432100000007,606.984252900000001,0.804094911000000,7.703549385000000,0.172151476000000,-0.00056568,0.000006550000000,0.049182009000000,24.009270069999999,12.322126389999999,943.908691399999952
5.733332157000000,43.267578129999997,0.000000000000000,11.575751300000000,606.732421899999963,614.781189000000040,0.611673892000000,14.361196520000000,0.237120137000000,0.000127891000000,-0.0000279,0.179832593000000,26.228474580000000,8.375300406999999,240.996581999999989
5.733332157000000,43.267578129999997,0.000000000000000,11.575751300000000,606.732421899999963,614.781189000000040,0.611673892000000,14.361196520000000,0.237120137000000,0.000127891000000,-0.0000279,0.179832593000000,26.228474580000000,8.375300406999999,240.996581999999989
4.248741150000000,28.534973140000002,0.000000000000000,10.719132419999999,650.465026899999998,614.781189000000040,0.775308490000000,2.063054800000000,0.127182081000000,0.000089200000000,0.000065900000000,0.033528451000000,26.968275859999999,10.656440730000000,215.137206999999989
5.819537640000000,12.240478520000000,0.000000000000000,-1.366510034,684.759521500000005,592.766601599999944,0.764214218000000,1.467209220000000,0.252463549000000,-0.0000326,-0.000045,0.022356953000000,27.071592920000001,11.526589390000000,213.760986300000013
5.176036358000000,44.225769040000003,0.000000000000000,-4.042292118,721.774230999999986,592.766601599999944,0.732587993000000,2.901262045000000,0.141481861000000,-0.0000585,-0.0000415,0.055843577000000,25.880427350000001,9.341070175000000,174.280273399999999
5.695182800000000,34.626586910000000,0.000000000000000,2.866656303000000,662.373413099999993,605.991638200000011,0.680002391000000,5.229910851000000,0.158296764000000,0.000098700000000,-0.0000538,0.107747629000000,27.229459460000001,8.022694588000000,203.297851600000001
5.071159840000000,90.524353030000000,0.000000000000000,5.255975246000000,674.475646999999981,608.027160600000002,0.708497763000000,2.872459650000000,0.125833601000000,0.000096100000000,0.000107941000000,0.085233040000000,28.923400000000001,7.519941807000000,167.260253900000009
1.768191934000000,37.124267580000001,0.000000000000000,-1.709550142,649.875732399999947,615.114318799999978,0.806703985000000,1.008166552000000,0.410016239000000,-0.0000252,-0.0000606,0.025489576000000,26.215420559999998,10.031236650000000,244.448974600000014
